City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
556,Parrita,CR,76.17,overcast clouds,9.5201,-84.3225,Beso del Viento
558,Arcachon,FR,70.12,clear sky,44.5875,-1.0519,Hôtel All Suites Le Teich
559,Boueni,YT,75.18,clear sky,-12.9025,45.0761,The feet in water
560,Raduzhnyy,RU,62.15,broken clouds,62.0961,77.475,Gostiny Dvor Evgeniya
561,Baffa,PK,85.8,clear sky,34.4378,73.2194,Kisan veternary store Baffa
563,Agboville,CI,71.15,few clouds,5.928,-4.2132,hotel LE PRESTIGE
567,Katyuzhanka,UA,68.59,light rain,50.806,30.1376,УЛІС
568,Big Bend,SZ,74.37,broken clouds,-26.8167,31.9333,The Lebombo Villa B+B
570,Oistins,BB,78.89,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
571,Hualmay,PE,63.01,clear sky,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
572,Cap Malheureux,MU,73.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
575,Pemba,MZ,70.32,few clouds,-12.974,40.5178,Guesthouse Samotina
576,Halifax,CA,60.69,light intensity shower rain,44.6453,-63.5724,Hotel Halifax
577,Luanda,AO,67.87,scattered clouds,-8.8368,13.2343,EPIC SANA Luanda
578,Tamandare,BR,75.47,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
579,Abong Mbang,CM,66.69,overcast clouds,3.9833,13.1833,Auberge Angle Sur
581,La Asuncion,VE,78.53,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
582,Sainte-Marie,RE,72.41,few clouds,-20.8968,55.5496,Les pailles en queue de Sainte Marie
583,Asyut,EG,78.98,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
584,Jibuti,DJ,87.1,overcast clouds,11.5,42.5,Orchid Main Camp Goubet
586,Nimaparha,IN,86.4,few clouds,20.0667,86.0167,Gopinatha sweet
588,Bissau,GW,78.91,thunderstorm,11.8636,-15.5977,Hotel Ancar
589,Marsa Matruh,EG,70.0,clear sky,31.3525,27.2453,Beau Site
592,Adeje,ES,71.02,broken clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
594,Yarmouth,US,71.71,few clouds,41.7057,-70.2286,Blue Rock Resort
595,Puri,IN,86.52,few clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
598,Valledupar,CO,73.63,overcast clouds,10.4631,-73.2532,Hotel Arawak Upar
599,Carauari,BR,69.53,broken clouds,-4.8828,-66.8958,Hotel Fellip
600,Morrovalle,IT,68.41,clear sky,43.3165,13.5885,La Luma hotel
601,Laje,BR,70.3,few clouds,-10.1833,-40.9667,NN Pousada
605,Beberibe,BR,77.05,clear sky,-4.1797,-38.1306,Villa Arte Pousada Morro Branco
613,Ormara,PK,82.02,clear sky,25.2088,64.6357,Kenara Colony House for Rent
614,Miandrivazo,MG,67.86,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
615,Balkanabat,TM,88.88,overcast clouds,39.5108,54.3671,Nebitchi Hotel
616,Camacari,BR,80.37,overcast clouds,-12.6975,-38.3242,Sítio Blasi
617,Tabou,CI,75.97,clear sky,4.423,-7.3528,hotêl doufoulougou
618,Mandali,IQ,84.69,clear sky,33.7499,45.5541,قرئ الشيخ سحاب الندا
620,Axim,GH,77.9,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
621,Brigantine,US,77.05,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
622,Bhadasar,IN,89.78,clear sky,28.2833,74.3167,OMPRAKASH JAKHAR
624,Kozan,TR,68.29,broken clouds,37.4552,35.8157,Ortaklar Kiz Ogrenci Yurdu
626,Charleston,US,83.1,scattered clouds,32.7766,-79.9309,The Mills House Wyndham Grand Hotel
631,Manati,PR,81.68,clear sky,18.4275,-66.4921,Manati World Point Inn
633,Itaituba,BR,70.84,scattered clouds,-4.2761,-55.9836,Hotel Campos
634,Mayumba,GA,73.04,overcast clouds,-3.432,10.6554,LIKWALE LODGE
635,Thompson,CA,78.96,scattered clouds,55.7435,-97.8558,Burntwood Hotel
636,Belmonte,BR,74.39,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
640,Gloversville,US,63.18,clear sky,43.0528,-74.3438,"Holiday Inn Johnstown-Gloversville, an IHG Hotel"
641,Awjilah,LY,71.94,clear sky,29.1081,21.2869,المنزل
642,Wilmington,US,81.0,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
643,Kogon,UZ,69.84,clear sky,39.7228,64.5517,"""AFROSIYOB"" HOSTEL"
644,Ugoofaaru,MV,82.98,overcast clouds,5.6667,73.0,Ungoofaaru Inn
646,Kishi,NG,73.89,scattered clouds,9.0833,3.85,New NCCF KISI
647,Kourou,GF,76.1,overcast clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
650,Florence,IT,70.3,clear sky,43.7667,11.25,Hotel Nuova Italia
653,Havelock,US,82.38,broken clouds,34.8791,-76.9013,Sherwood Motel
661,Conceicao Da Barra,BR,68.77,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
662,Asadabad,IR,60.75,clear sky,34.7824,48.1185,کامپیوتر صادق
666,Mana,GF,77.0,overcast clouds,5.6592,-53.7767,LE SAMANA
668,Cumra,TR,60.08,broken clouds,37.5732,32.7745,Catalhoyuk Hotel
669,Altagracia De Orituco,VE,70.16,overcast clouds,9.8601,-66.3814,Posada Quinta Mi Refugio
670,Alindao,CF,69.06,overcast clouds,5.0267,21.2088,OCHA Alindao
671,Deer Lake,CA,62.46,scattered clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
672,Nisia Floresta,BR,72.41,clear sky,-6.0911,-35.2086,Rancho Crepusculo
674,Turukhansk,RU,68.43,broken clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
677,Guarapari,BR,68.9,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
678,Aleksandrov Gay,RU,61.88,clear sky,50.147,48.5704,Gostinitsa
679,Barra Do Corda,BR,73.08,broken clouds,-5.5,-45.25,Belchior Palace Hotel
681,Timizart,DZ,76.96,clear sky,36.8,4.2667,yefssah restaurant
682,Mindelo,CV,72.95,few clouds,16.8901,-24.9804,Hotel Gaudi
683,Abha,SA,73.22,clear sky,18.2164,42.5053,Abha Hotel
686,Ughelli,NG,74.28,overcast clouds,5.4899,6.0074,Prestige Hotel
690,Sindou,BF,77.61,clear sky,10.6667,-5.1667,LERABA HOTEL
692,Loiza,PR,80.06,scattered clouds,18.4313,-65.8802,Puerto Rico Vacation Villas at Aquatika
694,Kumo,NG,80.62,overcast clouds,10.0447,11.2122,Ajegunle Lodge(corpers Lodge)
696,Kyshtovka,RU,60.69,broken clouds,56.555,76.6271,Uyutnaya Mini-Hotel
699,Shetpe,KZ,73.08,overcast clouds,44.1667,52.1167,Rtsm Shetpe Analog
704,Benguela,AO,68.38,clear sky,-12.5763,13.4055,Hotel Praia Morena
707,Camana,PE,61.03,overcast clouds,-16.6228,-72.7111,Hostal Morales
708,Gilgit,PK,74.73,few clouds,35.9221,74.3087,Tourist Hamlet Gilgit
710,Manta,EC,73.18,broken clouds,-0.95,-80.7333,Balandra Hotel
