City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Akureyri,IS,65.6835,-18.0878,49.93,87,75,5.75,light intensity drizzle
347,Belyy Yar,RU,53.6039,91.3903,70.86,83,0,2.24,clear sky
348,Ushirombo,TZ,-3.4919,31.9639,69.55,54,99,1.92,overcast clouds
349,Ambovombe,MG,-25.1667,46.0833,60.8,74,0,4.97,clear sky
350,Coari,BR,-4.085,-63.1414,71.04,98,92,1.05,overcast clouds
351,Baghdad,IQ,33.3406,44.4009,78.71,31,0,0.0,clear sky
352,Paracatu,BR,-17.2222,-46.8747,64.4,47,79,3.96,broken clouds
353,Kazanskoye,RU,55.6448,69.235,53.53,89,100,6.13,overcast clouds
354,Chulym,RU,55.0997,80.9572,68.59,75,83,9.51,broken clouds
355,Namibe,AO,-15.1961,12.1522,65.98,60,0,7.05,clear sky
356,Chimoio,MZ,-19.1164,33.4833,54.39,95,0,3.04,clear sky
357,Liverpool,GB,53.4106,-2.9779,50.54,80,0,5.75,clear sky
358,Divnomorskoye,RU,44.5011,38.1353,65.68,72,13,8.43,few clouds
359,Saint-Tite,CA,46.7334,-72.5658,64.71,82,3,5.39,clear sky
360,Mwinilunga,ZM,-11.7358,24.4293,50.54,73,0,2.42,clear sky
361,Blagoyevo,RU,63.3667,47.9167,58.73,76,100,5.03,light rain
362,Gunjur,GM,13.2019,-16.7339,78.87,78,40,6.91,moderate rain
363,Barroquinha,BR,-3.0189,-41.1361,71.29,97,17,4.18,few clouds
364,Cumberland,US,35.0502,-78.8664,88.57,79,0,9.22,clear sky
365,Aksarka,RU,66.5606,67.7975,42.94,63,100,12.93,overcast clouds
366,Kasungu,MW,-13.0333,33.4833,52.39,80,6,2.1,clear sky
367,Terrak,NO,65.087,12.3715,49.87,98,100,7.38,overcast clouds
368,Phalombe,MW,-15.8064,35.6507,56.07,93,13,1.36,few clouds
369,Muisne,EC,0.6,-80.0333,75.38,84,99,6.33,overcast clouds
370,Aasiaat,GL,68.7098,-52.8699,27.66,89,17,4.52,few clouds
371,Mangan,IN,27.5167,88.5333,75.58,98,100,0.87,overcast clouds
372,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,67,100,11.5,overcast clouds
373,Waasmunster,BE,51.1188,4.0773,51.62,89,9,4.05,clear sky
374,Seminole,US,28.7086,-81.2081,86.2,79,40,0.0,scattered clouds
375,Chapais,CA,49.7834,-74.8492,58.78,94,59,3.47,broken clouds
376,Coquimbo,CL,-29.9533,-71.3436,53.33,82,100,2.3,overcast clouds
377,Umm Lajj,SA,25.0213,37.2685,82.54,49,0,7.9,clear sky
378,Vestmannaeyjar,IS,63.4427,-20.2734,49.6,94,100,14.65,overcast clouds
379,Ivankiv,UA,50.9386,29.8943,60.49,89,36,9.53,light rain
380,Minab,IR,27.1467,57.0801,88.12,70,42,0.0,scattered clouds
381,Lancaster,US,40.2504,-76.2499,77.38,79,26,4.16,scattered clouds
382,Vila Velha,BR,-20.3297,-40.2925,68.95,79,20,8.01,few clouds
383,Umarizal,BR,-5.9906,-37.8144,71.24,76,3,2.66,clear sky
384,Bardiyah,LY,31.7561,25.0865,71.4,86,0,14.88,clear sky
385,Tocopilla,CL,-22.092,-70.1979,61.09,68,28,5.21,scattered clouds
386,El Alto,PE,-4.2714,-81.2147,62.94,79,90,10.25,overcast clouds
387,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,13.8,light rain
388,Sambava,MG,-14.2667,50.1667,70.43,86,14,9.33,few clouds
389,Mbandaka,CD,0.0487,18.2603,69.28,96,100,2.39,overcast clouds
390,Paracuru,BR,-3.41,-39.0306,81.1,81,0,10.63,clear sky
391,Puerto Colombia,CO,10.9878,-74.9547,82.49,81,67,17.07,broken clouds
392,Oparino,RU,59.8518,48.2783,53.98,75,99,4.81,overcast clouds
393,Abnub,EG,27.2696,31.1511,79.02,35,0,7.07,clear sky
394,Alenquer,BR,-1.9417,-54.7383,74.14,94,4,0.76,clear sky
395,Areosa,PT,41.7178,-8.8571,65.07,87,77,6.87,broken clouds
396,Korla,CN,41.7597,86.1469,91.76,7,100,12.59,overcast clouds
397,Imbituba,BR,-28.24,-48.6703,58.86,97,32,6.2,scattered clouds
398,Volokolamsk,RU,56.0336,35.9694,54.72,86,100,2.84,overcast clouds
399,Juliaca,PE,-15.5,-70.1333,33.28,37,6,2.66,clear sky
400,Porto Santo,PT,33.072,-16.3415,66.58,72,75,1.14,broken clouds
401,Qostanay,KZ,53.1667,63.5833,59.29,82,75,8.95,broken clouds
402,Erchie,IT,40.438,17.7306,74.95,55,0,8.57,clear sky
403,Zurrieq,MT,35.8311,14.4742,69.96,88,0,2.3,clear sky
404,Dingle,PH,10.9995,122.6711,86.79,65,56,4.74,broken clouds
405,Portoferraio,IT,42.8115,10.3146,73.09,76,1,7.4,clear sky
406,Uniontown,US,39.9001,-79.7164,77.76,90,97,3.44,overcast clouds
407,Roald,NO,62.5833,6.1333,54.91,93,100,4.61,overcast clouds
408,Nowe Miasto Lubawskie,PL,53.4208,19.5952,49.03,96,2,9.4,clear sky
409,Andenes,NO,69.3143,16.1194,46.38,93,75,12.66,broken clouds
410,Kargasok,RU,59.0556,80.8572,62.74,78,97,3.74,overcast clouds
411,Fort Abbas,PK,29.1925,72.8536,91.71,45,0,16.8,clear sky
412,Chicama,PE,-7.8447,-79.1469,59.54,82,14,4.79,few clouds
413,Tanda,IN,26.55,82.65,98.76,33,5,10.4,clear sky
414,Ibra,OM,22.6906,58.5334,77.05,79,4,0.72,clear sky
415,Oschersleben,DE,52.0333,11.25,49.66,93,99,5.61,overcast clouds
416,Abu Dhabi,AE,24.4667,54.3667,89.71,72,0,4.61,clear sky
417,Port Blair,IN,11.6667,92.75,82.44,89,40,2.3,scattered clouds
418,Bayir,TR,37.2687,28.2167,66.72,73,1,3.58,clear sky
419,Lisakovsk,KZ,52.5369,62.4936,56.79,78,8,10.11,clear sky
420,Zevio,IT,45.3721,11.1293,70.66,77,0,2.3,clear sky
421,Cabedelo,BR,-6.9811,-34.8339,74.07,78,4,7.74,clear sky
422,Beloha,MG,-25.1667,45.05,58.96,76,0,7.45,clear sky
423,Tabas,IR,33.5959,56.9244,91.62,16,1,2.3,clear sky
424,Lucapa,AO,-8.4192,20.7447,62.94,48,8,4.32,clear sky
425,Waddan,LY,29.1614,16.139,72.34,53,0,5.3,clear sky
426,Kavaratti,IN,10.5669,72.642,83.79,73,88,14.09,overcast clouds
427,Takoradi,GH,4.8845,-1.7554,76.98,82,77,5.39,light rain
428,Sipe Sipe,BO,-17.45,-66.3833,53.76,62,0,5.19,clear sky
429,Fuerte Olimpo,PY,-21.0415,-57.8738,52.14,50,0,3.24,clear sky
430,Port-Cartier,CA,50.0334,-66.8654,55.62,97,100,14.52,overcast clouds
431,Kastamonu,TR,41.5,33.6667,54.66,93,97,2.24,overcast clouds
432,Jesi,IT,43.5288,13.2402,72.34,66,5,2.3,clear sky
433,Oltu,TR,40.5498,42.0013,54.61,89,79,2.55,broken clouds
434,Mezhdurechensk,RU,53.6942,88.0603,67.57,85,95,3.02,overcast clouds
435,Suluq,LY,31.6682,20.2521,70.88,80,0,7.25,clear sky
436,Goderich,CA,43.7501,-81.7165,64.72,77,84,5.75,broken clouds
437,Bull Savanna,JM,17.8868,-77.5902,76.42,77,100,8.46,overcast clouds
438,Umba,RU,66.6871,34.3429,49.75,86,31,2.01,scattered clouds
439,Keffi,NG,8.8486,7.8736,74.07,90,86,2.01,overcast clouds
440,Juba,SS,4.8517,31.5825,68.63,89,19,1.79,light rain
441,Mumford,GH,5.2618,-0.759,77.27,84,66,8.66,broken clouds
442,Lyngseidet,NO,69.5763,20.2189,44.6,97,100,3.94,light rain
443,Kouroussa,GN,10.65,-9.8833,71.91,93,40,4.07,scattered clouds
444,Pisco,PE,-13.7,-76.2167,62.65,72,100,10.36,overcast clouds
445,Bolgatanga,GH,10.7856,-0.8514,83.77,55,98,8.19,overcast clouds
446,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.47,97,82,1.72,broken clouds
447,Basoko,CD,1.2391,23.616,69.89,96,100,3.76,overcast clouds
448,Lebedyn,UA,50.5852,34.4849,60.24,89,12,2.51,few clouds
449,Ponta Delgada,PT,37.7333,-25.6667,64.51,77,75,10.36,broken clouds
450,Maniitsoq,GL,65.4167,-52.9,35.6,74,21,17.43,few clouds
451,Matagami,CA,49.7502,-77.6328,60.91,82,0,2.3,clear sky
452,Pudozh,RU,61.8099,36.5345,52.48,79,21,3.04,few clouds
453,Karoi,ZW,-16.8099,29.6925,49.14,78,0,3.15,clear sky
454,Balfour,ZA,-26.6633,28.5902,42.53,57,44,4.43,scattered clouds
455,Bonavista,CA,48.6499,-53.1147,42.22,87,40,10.54,scattered clouds
456,Saint-Georges,GD,12.0564,-61.7485,80.28,78,75,16.11,broken clouds
457,Huescar,ES,37.811,-2.5412,71.11,29,100,1.39,overcast clouds
458,Dhidhdhoo,MV,6.8833,73.1,82.98,75,100,10.76,overcast clouds
459,Breaza,RO,45.1833,25.6667,62.29,88,35,6.82,scattered clouds
460,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,70.3,99,100,2.51,overcast clouds
461,Bombay,IN,19.0144,72.8479,82.38,83,40,5.75,haze
462,Tashtyp,RU,52.7939,89.8983,63.64,88,100,3.56,light rain
463,Remigio,BR,-6.9333,-35.7833,70.88,99,44,4.74,scattered clouds
464,Port-Gentil,GA,-0.7193,8.7815,76.41,84,100,12.73,overcast clouds
465,Sarh,TD,9.1429,18.3923,71.83,90,94,3.22,overcast clouds
466,Pitimbu,BR,-7.4706,-34.8086,73.99,76,29,7.76,scattered clouds
467,Ornskoldsvik,SE,63.2909,18.7153,50.88,76,48,8.19,scattered clouds
468,Misratah,LY,32.3754,15.0925,71.02,80,0,7.63,clear sky
469,Ordynskoye,RU,54.3656,81.8994,72.18,61,100,5.86,overcast clouds
470,Risor,NO,58.7206,9.2342,51.26,69,17,8.48,few clouds
471,Bilma,NE,18.6853,12.9164,88.66,21,0,8.79,clear sky
472,Teguldet,RU,57.3064,88.1667,75.29,56,95,6.2,overcast clouds
473,Videira,BR,-27.0083,-51.1517,42.04,98,0,3.13,clear sky
474,Koygorodok,RU,60.445,50.9968,54.9,64,85,3.36,overcast clouds
475,Newberry,US,34.2746,-81.6187,85.53,75,4,4.09,clear sky
476,Jutai,BR,-5.1833,-68.9,66.83,82,19,2.73,few clouds
477,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,69.01,99,100,1.25,overcast clouds
478,Mantua,IT,45.1667,10.7833,72.64,75,14,5.99,few clouds
479,Viedma,AR,-40.8135,-62.9967,53.87,49,100,11.63,overcast clouds
480,Atasu,KZ,48.6814,71.6433,67.21,59,9,6.08,clear sky
481,Hurghada,EG,27.2574,33.8129,82.44,34,0,11.5,clear sky
482,Ust-Kishert,RU,57.3654,57.2495,53.29,79,79,4.27,broken clouds
483,Boa Vista,BR,2.8197,-60.6733,76.98,83,40,2.3,scattered clouds
484,Beroroha,MG,-21.6667,45.1667,60.22,87,2,3.76,clear sky
485,Santa Barbara,US,34.7333,-120.0343,79.3,42,0,12.66,clear sky
486,Jardim,BR,-21.4803,-56.1381,50.34,65,0,3.29,clear sky
487,Santana Do Livramento,BR,-30.8908,-55.5328,46.35,95,0,6.08,clear sky
488,Loandjili,CG,-4.7561,11.8578,73.51,94,20,2.3,few clouds
489,Bikaner,IN,28.0167,73.3,88.56,50,1,16.42,clear sky
490,Copiapo,CL,-27.3667,-70.3333,49.69,85,100,1.34,overcast clouds
491,Nijar,ES,36.9665,-2.206,69.66,88,0,5.75,clear sky
492,Bokoro,TD,12.3807,17.0568,82.02,57,100,10.76,overcast clouds
493,Murbad,IN,19.25,73.4,81.97,76,96,3.78,overcast clouds
494,Tucuma,BR,-0.1833,-50.05,75.33,91,6,4.36,clear sky
495,Bati,ET,11.1833,40.0167,71.94,31,100,5.53,overcast clouds
496,Thinadhoo,MV,0.5333,72.9333,83.05,72,61,4.68,broken clouds
497,Yar-Sale,RU,66.8333,70.8333,43.11,73,98,14.72,overcast clouds
498,Santiago Del Estero,AR,-27.7951,-64.2615,57.61,26,0,14.18,clear sky
499,Marinette,US,45.1,-87.6307,63.05,82,75,4.61,broken clouds
500,Nhamunda,BR,-2.1861,-56.7131,72.25,98,25,1.48,scattered clouds
501,Key West,US,24.5557,-81.7826,84.0,74,34,10.36,scattered clouds
502,Boshkengash,TJ,38.4661,68.8053,71.94,46,0,11.18,clear sky
503,Gdov,RU,58.7406,27.8122,54.23,79,100,1.01,overcast clouds
504,Lazurne,UA,46.084,32.5295,69.6,76,1,6.64,clear sky
505,Jais,IN,26.25,81.5333,99.18,31,3,14.34,clear sky
506,Villa Carlos Paz,AR,-31.4241,-64.4978,56.05,30,100,3.0,overcast clouds
507,Ilo,PE,-17.6394,-71.3375,61.66,82,100,2.15,overcast clouds
508,Gazanjyk,TM,39.2446,55.5154,85.26,13,52,11.83,broken clouds
509,Svecha,RU,58.2785,47.5164,54.9,85,100,3.83,overcast clouds
510,Waren,DE,53.5167,12.6833,45.64,95,19,8.88,few clouds
511,Kidal,ML,18.4411,1.4078,94.78,17,29,11.92,scattered clouds
512,Seinajoki,FI,62.7945,22.8282,49.33,81,79,4.61,fog
513,Arbroath,GB,56.5632,-2.5874,51.78,86,100,10.2,overcast clouds
514,Rabat,MA,33.9911,-6.8401,71.67,94,75,4.61,broken clouds
515,Sundsvall,SE,62.3913,17.3063,49.96,81,100,9.22,overcast clouds
516,Atar,MR,20.5169,-13.0499,91.63,33,94,1.59,overcast clouds
517,Sept-Iles,CA,50.2001,-66.3821,55.92,89,100,14.97,overcast clouds
518,Mezen,RU,65.8522,44.24,55.0,81,36,1.45,scattered clouds
519,Oktyabrskoye,RU,43.0645,44.7417,53.74,100,76,4.47,fog
520,Maun,BW,-19.9833,23.4167,48.16,76,0,2.3,clear sky
521,Kasongo,CD,-4.45,26.6667,70.59,61,24,3.0,few clouds
522,Coihaique,CL,-45.5752,-72.0662,41.61,100,100,2.3,fog
523,The Valley,AI,18.217,-63.0578,81.82,78,40,14.97,scattered clouds
524,Meckenbeuren,DE,47.7,9.5667,57.99,82,5,5.75,clear sky
525,Rio De Janeiro,BR,-22.9028,-43.2075,69.76,72,75,6.91,broken clouds
526,Zhanaozen,KZ,43.3,52.8,78.57,39,100,6.71,overcast clouds
527,Varzea Da Palma,BR,-17.5981,-44.7308,64.49,33,87,4.68,overcast clouds
528,Prieska,ZA,-29.6641,22.7474,58.24,35,100,9.84,overcast clouds
529,Coihueco,CL,-36.6167,-71.8333,39.94,93,100,10.36,overcast clouds
530,Booue,GA,-0.0921,11.9385,71.74,97,93,2.3,light rain
531,Villagarzon,CO,1.0375,-76.6267,67.48,97,100,2.01,overcast clouds
532,Aksarayskiy,RU,46.7924,48.0119,67.59,41,57,8.55,broken clouds
533,Saint-Dizier,FR,48.4167,5.0833,47.8,90,4,6.42,clear sky
534,Huarmey,PE,-10.0681,-78.1522,63.41,85,4,9.8,clear sky
535,San Andres,CO,12.5847,-81.7006,78.46,89,100,16.02,overcast clouds
536,Honningsvag,NO,70.9821,25.9704,40.75,81,100,5.75,overcast clouds
537,Ivanteyevka,RU,55.9711,37.9208,63.34,92,100,4.0,overcast clouds
538,Owando,CG,-0.4819,15.8999,72.0,89,93,2.93,overcast clouds
539,Lasa,IT,46.6166,10.7002,58.08,82,0,3.98,clear sky
540,Cape Coast,GH,5.1053,-1.2466,77.04,83,70,8.23,broken clouds
541,Lamu,KE,-2.2717,40.902,77.22,78,0,14.07,clear sky
542,Synya,RU,65.3718,58.0387,55.11,36,72,2.08,broken clouds
543,Awbari,LY,26.5921,12.7805,76.3,29,12,6.24,few clouds
544,Mehamn,NO,71.0357,27.8492,40.91,85,100,8.55,overcast clouds
545,Damghan,IR,36.1683,54.348,80.65,25,7,4.09,clear sky
546,Tabuk,PH,17.4189,121.4443,85.53,71,93,5.14,overcast clouds
547,Bodden Town,KY,19.2833,-81.25,82.99,76,0,8.05,clear sky
548,Novoagansk,RU,61.9449,76.6625,59.67,84,67,5.99,broken clouds
549,Gambela,ET,8.25,34.5833,69.12,94,100,3.71,light rain
550,Vargem Grande,BR,-3.5431,-43.9158,72.07,98,3,2.62,clear sky
551,Sire,NG,12.9299,5.2043,87.46,49,73,17.34,broken clouds
552,Gornopravdinsk,RU,60.05,69.9,48.51,95,100,4.9,overcast clouds
553,Ambilobe,MG,-13.2,49.05,67.42,86,5,3.22,clear sky
554,Tumbes,PE,-3.5667,-80.4414,71.55,83,75,0.0,broken clouds
555,Navirai,BR,-23.065,-54.1906,48.34,85,0,4.56,clear sky
556,Parrita,CR,9.5201,-84.3225,76.17,89,100,6.62,overcast clouds
557,Hommelvik,NO,63.4108,10.7942,49.96,93,75,9.22,light intensity drizzle
558,Arcachon,FR,44.5875,-1.0519,70.12,63,0,4.61,clear sky
559,Boueni,YT,-12.9025,45.0761,75.18,67,8,14.7,clear sky
560,Raduzhnyy,RU,62.0961,77.475,62.15,79,58,5.53,broken clouds
561,Baffa,PK,34.4378,73.2194,85.8,25,0,3.87,clear sky
562,Almirante Tamandare,BR,-25.3247,-49.31,47.88,93,40,4.61,scattered clouds
563,Agboville,CI,5.928,-4.2132,71.15,90,14,2.17,few clouds
564,Iksha,RU,56.1667,37.5167,59.18,92,100,4.61,overcast clouds
565,Santa Cruz Del Sur,CU,20.7147,-77.9956,78.67,85,9,14.76,clear sky
566,Pasca,CO,4.3072,-74.3006,57.27,90,77,4.56,broken clouds
567,Katyuzhanka,UA,50.806,30.1376,68.59,89,51,8.23,light rain
568,Big Bend,SZ,-26.8167,31.9333,74.37,93,78,2.3,broken clouds
569,Altrincham,GB,53.3875,-2.3485,50.95,83,75,3.44,broken clouds
570,Oistins,BB,13.0667,-59.5333,78.89,83,20,18.41,few clouds
571,Hualmay,PE,-11.0964,-77.6139,63.01,81,10,12.01,clear sky
572,Cap Malheureux,MU,-19.9842,57.6142,73.47,61,94,8.99,overcast clouds
573,Ankazoabo,MG,-22.2833,44.5167,59.07,78,0,4.5,clear sky
574,Temir,KZ,49.1414,57.13,56.1,78,0,8.86,clear sky
575,Pemba,MZ,-12.974,40.5178,70.32,87,22,9.37,few clouds
576,Halifax,CA,44.6453,-63.5724,60.69,98,100,9.22,light intensity shower rain
577,Luanda,AO,-8.8368,13.2343,67.87,90,26,7.63,scattered clouds
578,Tamandare,BR,-8.7597,-35.1047,75.47,86,25,1.54,scattered clouds
579,Abong Mbang,CM,3.9833,13.1833,66.69,99,100,2.28,overcast clouds
580,Scarborough,GB,54.2797,-0.4044,52.92,79,100,1.99,overcast clouds
581,La Asuncion,VE,11.0333,-63.8628,78.53,83,100,11.5,overcast clouds
582,Sainte-Marie,RE,-20.8968,55.5496,72.41,75,20,16.11,few clouds
583,Asyut,EG,27.181,31.1837,78.98,35,0,7.52,clear sky
584,Jibuti,DJ,11.5,42.5,87.1,35,100,4.59,overcast clouds
585,Mobaye,CF,4.319,21.1786,68.97,98,100,0.85,overcast clouds
586,Nimaparha,IN,20.0667,86.0167,86.4,65,21,12.44,few clouds
587,Shelburne,CA,44.0787,-80.2041,59.76,70,97,2.42,overcast clouds
588,Bissau,GW,11.8636,-15.5977,78.91,89,20,4.61,thunderstorm
589,Marsa Matruh,EG,31.3525,27.2453,70.0,83,0,5.75,clear sky
590,Ramanuj Ganj,IN,23.8,83.7,92.59,35,71,8.03,broken clouds
591,Teykovo,RU,56.858,40.5369,57.56,93,33,2.53,scattered clouds
592,Adeje,ES,28.1227,-16.726,71.02,78,75,3.44,broken clouds
593,Nyuksenitsa,RU,60.4128,44.2397,54.43,93,100,0.83,overcast clouds
594,Yarmouth,US,41.7057,-70.2286,71.71,86,20,8.05,few clouds
595,Puri,IN,19.8,85.85,86.52,81,17,14.63,few clouds
596,Svarstad,NO,59.399,9.9698,53.49,1,11,4.94,few clouds
597,Rio Grande,BR,-32.035,-52.0986,55.94,83,13,3.89,few clouds
598,Valledupar,CO,10.4631,-73.2532,73.63,91,86,5.88,overcast clouds
599,Carauari,BR,-4.8828,-66.8958,69.53,84,72,2.68,broken clouds
600,Morrovalle,IT,43.3165,13.5885,68.41,71,8,1.43,clear sky
601,Laje,BR,-10.1833,-40.9667,70.3,70,23,6.89,few clouds
602,Leshukonskoye,RU,64.8989,45.7622,55.94,86,8,3.71,clear sky
603,Ous,RU,60.9058,61.5186,56.12,63,21,4.65,few clouds
604,Kuusamo,FI,65.9667,29.1833,53.64,87,0,1.14,clear sky
605,Beberibe,BR,-4.1797,-38.1306,77.05,84,5,12.53,clear sky
606,Santa Maria,BR,-29.6842,-53.8069,47.5,93,0,5.75,clear sky
607,Qaqortoq,GL,60.7167,-46.0333,40.71,55,0,15.08,clear sky
608,Finnsnes,NO,69.2296,17.9811,47.01,84,56,1.41,broken clouds
609,Khokhlovo,RU,59.1492,37.3998,51.89,92,100,3.29,overcast clouds
610,Abu Samrah,SY,35.3029,37.1841,66.29,79,0,11.14,clear sky
611,Wattegama,LK,6.7989,81.4808,78.3,73,100,1.7,overcast clouds
612,Kinna,SE,57.5073,12.6946,55.44,91,78,8.05,broken clouds
613,Ormara,PK,25.2088,64.6357,82.02,84,0,7.83,clear sky
614,Miandrivazo,MG,-19.5167,45.4667,67.86,63,0,4.21,clear sky
615,Balkanabat,TM,39.5108,54.3671,88.88,15,100,15.88,overcast clouds
616,Camacari,BR,-12.6975,-38.3242,80.37,73,90,8.61,overcast clouds
617,Tabou,CI,4.423,-7.3528,75.97,76,0,4.83,clear sky
618,Mandali,IQ,33.7499,45.5541,84.69,23,0,7.63,clear sky
619,Ust-Tsilma,RU,65.441,52.1498,55.47,83,100,1.66,light rain
620,Axim,GH,4.8699,-2.2405,77.9,81,29,5.17,scattered clouds
621,Brigantine,US,39.4101,-74.3646,77.05,88,7,7.36,clear sky
622,Bhadasar,IN,28.2833,74.3167,89.78,48,5,17.81,clear sky
623,Timra,SE,62.487,17.3257,49.68,81,100,9.22,overcast clouds
624,Kozan,TR,37.4552,35.8157,68.29,88,80,2.17,broken clouds
625,Gambo,CF,4.6482,22.2633,67.23,99,100,1.41,overcast clouds
626,Charleston,US,32.7766,-79.9309,83.1,90,40,11.5,scattered clouds
627,Boende,CD,-0.2167,20.8667,70.0,96,100,2.53,overcast clouds
628,Maamba,ZM,-17.3667,27.15,52.56,65,0,3.0,clear sky
629,Zolotkovo,RU,55.5281,41.1053,57.42,94,60,5.59,broken clouds
630,Jedrzejow,PL,50.6394,20.3045,51.15,100,5,3.0,clear sky
631,Manati,PR,18.4275,-66.4921,81.68,85,7,12.15,clear sky
632,Vyartsilya,RU,62.1764,30.693,48.67,92,9,3.36,clear sky
633,Itaituba,BR,-4.2761,-55.9836,70.84,99,33,1.07,scattered clouds
634,Mayumba,GA,-3.432,10.6554,73.04,90,97,5.79,overcast clouds
635,Thompson,CA,55.7435,-97.8558,78.96,27,40,4.61,scattered clouds
636,Belmonte,BR,-15.8631,-38.8828,74.39,82,90,12.57,overcast clouds
637,Krasnoarmeysk,RU,51.0239,45.6969,58.3,73,38,4.5,scattered clouds
638,Buzmeyin,TM,38.0507,58.2056,74.93,50,75,6.91,broken clouds
639,Seydisehir,TR,37.4193,31.8453,58.75,81,100,2.42,overcast clouds
640,Gloversville,US,43.0528,-74.3438,63.18,71,0,5.75,clear sky
641,Awjilah,LY,29.1081,21.2869,71.94,61,0,8.93,clear sky
642,Wilmington,US,34.2257,-77.9447,81.0,84,9,4.0,clear sky
643,Kogon,UZ,39.7228,64.5517,69.84,56,0,0.0,clear sky
644,Ugoofaaru,MV,5.6667,73.0,82.98,73,94,9.08,overcast clouds
645,Argentan,FR,48.75,-0.0167,47.97,92,22,3.11,few clouds
646,Kishi,NG,9.0833,3.85,73.89,87,49,7.74,scattered clouds
647,Kourou,GF,5.1552,-52.6478,76.1,89,99,2.98,overcast clouds
648,Serenje,ZM,-13.2325,30.2352,46.85,76,1,4.32,clear sky
649,Phalaborwa,ZA,-23.943,31.1411,54.68,44,0,5.28,clear sky
650,Florence,IT,43.7667,11.25,70.3,68,0,1.14,clear sky
651,Sao Sebastiao,BR,-23.76,-45.4097,59.76,90,35,5.14,scattered clouds
652,Santa Rosa,PH,14.3122,121.1114,91.11,72,82,3.11,broken clouds
653,Havelock,US,34.8791,-76.9013,82.38,92,82,8.01,broken clouds
654,Bonfim,BR,3.0833,-59.95,73.87,92,100,3.67,overcast clouds
655,Dentsville,US,34.064,-80.9582,90.59,71,38,7.45,scattered clouds
656,Tyukhtet,RU,56.5389,89.3011,71.33,70,100,4.99,overcast clouds
657,Patrocinio,BR,-18.9439,-46.9925,56.52,23,100,4.45,overcast clouds
658,Shubarkuduk,KZ,49.1447,56.4872,56.89,76,0,8.12,clear sky
659,Zvishavane,ZW,-20.3267,30.0665,51.24,67,0,2.28,clear sky
660,Amiens,FR,49.9,2.3,52.05,87,0,5.59,clear sky
661,Conceicao Da Barra,BR,-18.5933,-39.7322,68.77,73,100,9.78,overcast clouds
662,Asadabad,IR,34.7824,48.1185,60.75,36,0,4.12,clear sky
663,Narok,KE,-1.0783,35.8601,53.64,94,13,3.11,few clouds
664,Oliveira,BR,-20.6964,-44.8272,50.07,73,68,5.73,broken clouds
665,Pervomayskoye,RU,43.919,46.7102,67.73,87,69,4.29,broken clouds
666,Mana,GF,5.6592,-53.7767,77.0,85,100,3.69,overcast clouds
667,Gorzow Wielkopolski,PL,52.7368,15.2288,53.4,72,21,1.99,few clouds
668,Cumra,TR,37.5732,32.7745,60.08,71,62,3.0,broken clouds
669,Altagracia De Orituco,VE,9.8601,-66.3814,70.16,98,98,1.63,overcast clouds
670,Alindao,CF,5.0267,21.2088,69.06,98,100,2.48,overcast clouds
671,Deer Lake,CA,49.1667,-57.4316,62.46,63,40,8.05,scattered clouds
672,Nisia Floresta,BR,-6.0911,-35.2086,72.41,86,4,4.97,clear sky
673,Landerneau,FR,48.4525,-4.2525,52.56,90,0,5.75,clear sky
674,Turukhansk,RU,65.8167,87.9833,68.43,59,66,4.92,broken clouds
675,Marevo,RU,57.3146,32.0804,52.16,76,85,4.36,overcast clouds
676,Pietarsaari,FI,63.65,22.6833,51.01,94,97,6.31,overcast clouds
677,Guarapari,BR,-20.6667,-40.4975,68.9,78,100,13.35,overcast clouds
678,Aleksandrov Gay,RU,50.147,48.5704,61.88,64,0,4.74,clear sky
679,Barra Do Corda,BR,-5.5,-45.25,73.08,93,74,3.15,broken clouds
680,Skjervoy,NO,70.0311,20.9714,44.6,88,100,5.37,light rain
681,Timizart,DZ,36.8,4.2667,76.96,31,0,5.91,clear sky
682,Mindelo,CV,16.8901,-24.9804,72.95,78,20,27.63,few clouds
683,Abha,SA,18.2164,42.5053,73.22,18,0,6.91,clear sky
684,Vallenar,CL,-28.5708,-70.7581,52.39,81,100,2.77,overcast clouds
685,Sorkjosen,NO,69.8,20.9333,44.6,87,100,8.05,light rain
686,Ughelli,NG,5.4899,6.0074,74.28,97,100,3.49,overcast clouds
687,San Rafael,AR,-34.6177,-68.3301,50.61,47,100,2.71,overcast clouds
688,San Vicente,AR,-26.6167,-54.1333,44.04,98,0,2.37,clear sky
689,Nesbyen,NO,60.5681,9.1027,50.02,86,81,1.01,broken clouds
690,Sindou,BF,10.6667,-5.1667,77.61,67,1,4.07,clear sky
691,Camacupa,AO,-12.0167,17.4833,51.51,57,70,2.1,broken clouds
692,Loiza,PR,18.4313,-65.8802,80.06,83,31,14.54,scattered clouds
693,Ngama,TD,11.7833,17.1667,80.26,62,100,9.01,overcast clouds
694,Kumo,NG,10.0447,11.2122,80.62,64,99,6.04,overcast clouds
695,Skerries,IE,53.5828,-6.1083,54.37,84,72,10.58,broken clouds
